Citizenship Country,Apprehension AOR,n_arrests
AFGHANISTAN,Atlanta Area of Responsibility,1
AFGHANISTAN,Boston Area of Responsibility,3
AFGHANISTAN,Buffalo Area of Responsibility,1
AFGHANISTAN,Chicago Area of Responsibility,1
AFGHANISTAN,Dallas Area of Responsibility,9
AFGHANISTAN,Denver Area of Responsibility,1
AFGHANISTAN,Houston Area of Responsibility,3
AFGHANISTAN,Los Angeles Area of Responsibility,7
AFGHANISTAN,New Orleans Area of Responsibility,1
AFGHANISTAN,Philadelphia Area of Responsibility,3
AFGHANISTAN,Phoenix Area of Responsibility,2
AFGHANISTAN,San Antonio Area of Responsibility,27
AFGHANISTAN,San Diego Area of Responsibility,1
AFGHANISTAN,San Francisco Area of Responsibility,7
AFGHANISTAN,Seattle Area of Responsibility,2
AFGHANISTAN,St. Paul Area of Responsibility,1
AFGHANISTAN,Washington Area of Responsibility,31
ALBANIA,Atlanta Area of Responsibility,1
ALBANIA,Boston Area of Responsibility,3
ALBANIA,Buffalo Area of Responsibility,1
ALBANIA,Dallas Area of Responsibility,1
ALBANIA,Detroit Area of Responsibility,5
ALBANIA,Harlingen Area of Responsibility,1
ALBANIA,Miami Area of Responsibility,7
ALBANIA,New York City Area of Responsibility,3
ALBANIA,Newark Area of Responsibility,2
ALBANIA,Philadelphia Area of Responsibility,2
ALBANIA,San Antonio Area of Responsibility,1
ALGERIA,Boston Area of Responsibility,1
ALGERIA,Buffalo Area of Responsibility,1
ALGERIA,Dallas Area of Responsibility,1
ALGERIA,Detroit Area of Responsibility,1
ALGERIA,El Paso Area of Responsibility,0
ALGERIA,New York City Area of Responsibility,0
ALGERIA,Newark Area of Responsibility,1
ALGERIA,Philadelphia Area of Responsibility,4
ALGERIA,San Diego Area of Responsibility,1
ANDORRA,Dallas Area of Responsibility,0
ANGOLA,Atlanta Area of Responsibility,1
ANGOLA,Boston Area of Responsibility,30
ANGOLA,Buffalo Area of Responsibility,1
ANGOLA,Dallas Area of Responsibility,4
ANGOLA,Detroit Area of Responsibility,2
ANGOLA,Houston Area of Responsibility,2
ANGOLA,Miami Area of Responsibility,1
ANGOLA,New Orleans Area of Responsibility,1
ANGOLA,Newark Area of Responsibility,1
ANGOLA,San Antonio Area of Responsibility,3
ANGOLA,Seattle Area of Responsibility,5
ANGOLA,St. Paul Area of Responsibility,1
ANGOLA,Washington Area of Responsibility,1
ANGUILLA,Miami Area of Responsibility,1
ANTIGUA-BARBUDA,Atlanta Area of Responsibility,1
ANTIGUA-BARBUDA,Buffalo Area of Responsibility,1
ANTIGUA-BARBUDA,Miami Area of Responsibility,1
ANTIGUA-BARBUDA,New Orleans Area of Responsibility,1
ARGENTINA,Atlanta Area of Responsibility,1
ARGENTINA,Baltimore Area of Responsibility,1
ARGENTINA,Boston Area of Responsibility,1
ARGENTINA,Dallas Area of Responsibility,6
ARGENTINA,Detroit Area of Responsibility,1
ARGENTINA,Houston Area of Responsibility,1
ARGENTINA,Los Angeles Area of Responsibility,3
ARGENTINA,Miami Area of Responsibility,44
ARGENTINA,New Orleans Area of Responsibility,3
ARGENTINA,New York City Area of Responsibility,3
ARGENTINA,Newark Area of Responsibility,1
ARGENTINA,Salt Lake City Area of Responsibility,2
ARGENTINA,San Antonio Area of Responsibility,1
ARGENTINA,San Diego Area of Responsibility,1
ARGENTINA,San Francisco Area of Responsibility,1
ARGENTINA,Seattle Area of Responsibility,1
ARGENTINA,Washington Area of Responsibility,3
ARMENIA,Dallas Area of Responsibility,1
ARMENIA,Denver Area of Responsibility,1
ARMENIA,El Paso Area of Responsibility,1
ARMENIA,Los Angeles Area of Responsibility,29
ARMENIA,Miami Area of Responsibility,1
ARMENIA,Philadelphia Area of Responsibility,3
ARMENIA,Phoenix Area of Responsibility,1
ARMENIA,Salt Lake City Area of Responsibility,6
ARMENIA,San Francisco Area of Responsibility,2
AUSTRALIA,Atlanta Area of Responsibility,1
AUSTRALIA,Chicago Area of Responsibility,1
AUSTRALIA,Miami Area of Responsibility,1
AUSTRALIA,New Orleans Area of Responsibility,2
AUSTRALIA,New York City Area of Responsibility,1
AUSTRALIA,Philadelphia Area of Responsibility,2
AUSTRALIA,Phoenix Area of Responsibility,2
AUSTRALIA,Salt Lake City Area of Responsibility,1
AUSTRALIA,San Diego Area of Responsibility,1
AUSTRALIA,St. Paul Area of Responsibility,1
AUSTRALIA,Washington Area of Responsibility,1
AZERBAIJAN,Baltimore Area of Responsibility,1
AZERBAIJAN,Boston Area of Responsibility,1
AZERBAIJAN,Dallas Area of Responsibility,1
AZERBAIJAN,Detroit Area of Responsibility,1
AZERBAIJAN,Houston Area of Responsibility,1
AZERBAIJAN,Miami Area of Responsibility,2
AZERBAIJAN,New York City Area of Responsibility,2
AZERBAIJAN,Philadelphia Area of Responsibility,4
AZERBAIJAN,Phoenix Area of Responsibility,1
AZERBAIJAN,Salt Lake City Area of Responsibility,2
AZERBAIJAN,San Antonio Area of Responsibility,10
AZERBAIJAN,San Diego Area of Responsibility,2
AZERBAIJAN,Washington Area of Responsibility,4
BAHAMAS,Atlanta Area of Responsibility,17
BAHAMAS,Buffalo Area of Responsibility,1
BAHAMAS,Chicago Area of Responsibility,5
BAHAMAS,Dallas Area of Responsibility,1
BAHAMAS,Detroit Area of Responsibility,4
BAHAMAS,Miami Area of Responsibility,70
BAHAMAS,New Orleans Area of Responsibility,12
BAHAMAS,New York City Area of Responsibility,1
BAHAMAS,Philadelphia Area of Responsibility,1
BAHAMAS,Phoenix Area of Responsibility,1
BAHAMAS,Salt Lake City Area of Responsibility,1
BAHAMAS,Seattle Area of Responsibility,1
BAHRAIN,Baltimore Area of Responsibility,1
BANGLADESH,Atlanta Area of Responsibility,3
BANGLADESH,Baltimore Area of Responsibility,2
BANGLADESH,Boston Area of Responsibility,2
BANGLADESH,Buffalo Area of Responsibility,2
BANGLADESH,Dallas Area of Responsibility,1
BANGLADESH,Detroit Area of Responsibility,6
BANGLADESH,El Paso Area of Responsibility,1
BANGLADESH,Los Angeles Area of Responsibility,3
BANGLADESH,Miami Area of Responsibility,9
BANGLADESH,New York City Area of Responsibility,26
BANGLADESH,Newark Area of Responsibility,1
BANGLADESH,Philadelphia Area of Responsibility,3
BANGLADESH,Phoenix Area of Responsibility,1
BANGLADESH,San Francisco Area of Responsibility,2
BANGLADESH,Washington Area of Responsibility,7
BARBADOS,Boston Area of Responsibility,2
BARBADOS,Dallas Area of Responsibility,2
BARBADOS,Miami Area of Responsibility,1
BARBADOS,New Orleans Area of Responsibility,2
BARBADOS,Philadelphia Area of Responsibility,2
BARBADOS,Washington Area of Responsibility,1
BELARUS,Chicago Area of Responsibility,2
BELARUS,Miami Area of Responsibility,11
BELARUS,Newark Area of Responsibility,4
BELARUS,Philadelphia Area of Responsibility,5
BELARUS,San Antonio Area of Responsibility,2
BELARUS,St. Paul Area of Responsibility,3
BELGIUM,Boston Area of Responsibility,1
BELGIUM,Dallas Area of Responsibility,1
BELGIUM,Denver Area of Responsibility,1
BELGIUM,Los Angeles Area of Responsibility,1
BELGIUM,Miami Area of Responsibility,6
BELGIUM,New York City Area of Responsibility,1
BELGIUM,Salt Lake City Area of Responsibility,2
BELGIUM,San Diego Area of Responsibility,1
BELIZE,Atlanta Area of Responsibility,4
BELIZE,Baltimore Area of Responsibility,2
BELIZE,Buffalo Area of Responsibility,1
BELIZE,Chicago Area of Responsibility,4
BELIZE,Dallas Area of Responsibility,9
BELIZE,Denver Area of Responsibility,1
BELIZE,Detroit Area of Responsibility,4
BELIZE,Harlingen Area of Responsibility,1
BELIZE,Houston Area of Responsibility,7
BELIZE,Los Angeles Area of Responsibility,15
BELIZE,Miami Area of Responsibility,2
BELIZE,New Orleans Area of Responsibility,7
BELIZE,New York City Area of Responsibility,1
BELIZE,Newark Area of Responsibility,2
BELIZE,Philadelphia Area of Responsibility,3
BELIZE,Phoenix Area of Responsibility,2
BELIZE,Salt Lake City Area of Responsibility,1
BELIZE,San Antonio Area of Responsibility,1
BELIZE,San Francisco Area of Responsibility,2
BELIZE,Seattle Area of Responsibility,1
BELIZE,St. Paul Area of Responsibility,1
BELIZE,Washington Area of Responsibility,2
BENIN,Boston Area of Responsibility,1
BENIN,New York City Area of Responsibility,2
BENIN,Newark Area of Responsibility,1
BENIN,Philadelphia Area of Responsibility,2
BENIN,San Antonio Area of Responsibility,2
BENIN,Washington Area of Responsibility,3
BHUTAN,Atlanta Area of Responsibility,2
BHUTAN,Boston Area of Responsibility,1
BHUTAN,Buffalo Area of Responsibility,1
BHUTAN,Chicago Area of Responsibility,4
BHUTAN,Detroit Area of Responsibility,18
BHUTAN,Houston Area of Responsibility,1
BHUTAN,New York City Area of Responsibility,1
BHUTAN,Philadelphia Area of Responsibility,18
BHUTAN,Phoenix Area of Responsibility,1
BHUTAN,Salt Lake City Area of Responsibility,3
BHUTAN,Seattle Area of Responsibility,1
BHUTAN,St. Paul Area of Responsibility,7
BOLIVIA,Atlanta Area of Responsibility,5
BOLIVIA,Baltimore Area of Responsibility,6
BOLIVIA,Boston Area of Responsibility,2
BOLIVIA,Buffalo Area of Responsibility,1
BOLIVIA,Chicago Area of Responsibility,4
BOLIVIA,Dallas Area of Responsibility,4
BOLIVIA,Harlingen Area of Responsibility,3
BOLIVIA,Houston Area of Responsibility,1
BOLIVIA,Los Angeles Area of Responsibility,2
BOLIVIA,Miami Area of Responsibility,14
BOLIVIA,New Orleans Area of Responsibility,7
BOLIVIA,New York City Area of Responsibility,1
BOLIVIA,Newark Area of Responsibility,1
BOLIVIA,Philadelphia Area of Responsibility,5
BOLIVIA,Salt Lake City Area of Responsibility,2
BOLIVIA,San Antonio Area of Responsibility,1
BOLIVIA,San Francisco Area of Responsibility,1
BOLIVIA,Seattle Area of Responsibility,2
BOLIVIA,St. Paul Area of Responsibility,1
BOLIVIA,Washington Area of Responsibility,180
BOSNIA-HERZEGOVINA,Boston Area of Responsibility,2
BOSNIA-HERZEGOVINA,Buffalo Area of Responsibility,1
BOSNIA-HERZEGOVINA,Chicago Area of Responsibility,6
BOSNIA-HERZEGOVINA,Miami Area of Responsibility,2
BOSNIA-HERZEGOVINA,Phoenix Area of Responsibility,1
BOSNIA-HERZEGOVINA,Salt Lake City Area of Responsibility,1
BOSNIA-HERZEGOVINA,St. Paul Area of Responsibility,3
BOTSWANA,Buffalo Area of Responsibility,1
BOTSWANA,Washington Area of Responsibility,1
BRAZIL,Atlanta Area of Responsibility,86
BRAZIL,Baltimore Area of Responsibility,30
BRAZIL,Boston Area of Responsibility,860
BRAZIL,Buffalo Area of Responsibility,32
BRAZIL,Chicago Area of Responsibility,13
BRAZIL,Dallas Area of Responsibility,16
BRAZIL,Denver Area of Responsibility,1
BRAZIL,Detroit Area of Responsibility,20
BRAZIL,El Paso Area of Responsibility,4
BRAZIL,Harlingen Area of Responsibility,2
BRAZIL,Houston Area of Responsibility,2
BRAZIL,Los Angeles Area of Responsibility,3
BRAZIL,Miami Area of Responsibility,276
BRAZIL,New Orleans Area of Responsibility,17
BRAZIL,New York City Area of Responsibility,4
BRAZIL,Newark Area of Responsibility,102
BRAZIL,Philadelphia Area of Responsibility,94
BRAZIL,Phoenix Area of Responsibility,1
BRAZIL,Salt Lake City Area of Responsibility,8
BRAZIL,San Antonio Area of Responsibility,7
BRAZIL,San Diego Area of Responsibility,5
BRAZIL,San Francisco Area of Responsibility,8
BRAZIL,Seattle Area of Responsibility,7
BRAZIL,St. Paul Area of Responsibility,8
BRAZIL,Washington Area of Responsibility,16
BRITISH VIRGIN ISLANDS,Miami Area of Responsibility,4
BULGARIA,Baltimore Area of Responsibility,2
BULGARIA,Buffalo Area of Responsibility,1
BULGARIA,Detroit Area of Responsibility,1
BULGARIA,Los Angeles Area of Responsibility,1
BULGARIA,Miami Area of Responsibility,1
BULGARIA,Newark Area of Responsibility,1
BULGARIA,Philadelphia Area of Responsibility,1
BULGARIA,Phoenix Area of Responsibility,1
BURKINA FASO,Boston Area of Responsibility,1
BURKINA FASO,Buffalo Area of Responsibility,2
BURKINA FASO,Chicago Area of Responsibility,1
BURKINA FASO,Dallas Area of Responsibility,1
BURKINA FASO,Denver Area of Responsibility,2
BURKINA FASO,Houston Area of Responsibility,2
BURKINA FASO,Miami Area of Responsibility,2
BURKINA FASO,New Orleans Area of Responsibility,1
BURKINA FASO,New York City Area of Responsibility,5
BURKINA FASO,Newark Area of Responsibility,8
BURKINA FASO,St. Paul Area of Responsibility,2
BURMA,Atlanta Area of Responsibility,3
BURMA,Buffalo Area of Responsibility,2
BURMA,Chicago Area of Responsibility,23
BURMA,Dallas Area of Responsibility,8
BURMA,Denver Area of Responsibility,2
BURMA,Houston Area of Responsibility,4
BURMA,Miami Area of Responsibility,1
BURMA,New Orleans Area of Responsibility,3
BURMA,New York City Area of Responsibility,2
BURMA,Phoenix Area of Responsibility,3
BURMA,Seattle Area of Responsibility,2
BURMA,St. Paul Area of Responsibility,20
BURMA,Washington Area of Responsibility,1
BURUNDI,Boston Area of Responsibility,2
BURUNDI,Dallas Area of Responsibility,1
BURUNDI,New Orleans Area of Responsibility,2
BURUNDI,Phoenix Area of Responsibility,2
BURUNDI,Salt Lake City Area of Responsibility,1
CAMBODIA,Atlanta Area of Responsibility,1
CAMBODIA,Boston Area of Responsibility,13
CAMBODIA,Chicago Area of Responsibility,1
CAMBODIA,Dallas Area of Responsibility,3
CAMBODIA,Los Angeles Area of Responsibility,4
CAMBODIA,New Orleans Area of Responsibility,1
CAMBODIA,Philadelphia Area of Responsibility,1
CAMBODIA,Phoenix Area of Responsibility,2
CAMBODIA,Salt Lake City Area of Responsibility,1
CAMBODIA,San Diego Area of Responsibility,3
CAMBODIA,San Francisco Area of Responsibility,11
CAMBODIA,Seattle Area of Responsibility,2
CAMBODIA,Washington Area of Responsibility,2
CAMEROON,Baltimore Area of Responsibility,12
CAMEROON,Boston Area of Responsibility,1
CAMEROON,Chicago Area of Responsibility,3
CAMEROON,Dallas Area of Responsibility,3
CAMEROON,Detroit Area of Responsibility,9
CAMEROON,El Paso Area of Responsibility,1
CAMEROON,Harlingen Area of Responsibility,1
CAMEROON,Houston Area of Responsibility,1
CAMEROON,Los Angeles Area of Responsibility,4
CAMEROON,New York City Area of Responsibility,1
CAMEROON,Philadelphia Area of Responsibility,2
CAMEROON,San Antonio Area of Responsibility,3
CAMEROON,San Diego Area of Responsibility,1
CAMEROON,Seattle Area of Responsibility,1
CAMEROON,St. Paul Area of Responsibility,1
CAMEROON,Washington Area of Responsibility,34
CANADA,Atlanta Area of Responsibility,5
CANADA,Baltimore Area of Responsibility,3
CANADA,Boston Area of Responsibility,4
CANADA,Buffalo Area of Responsibility,3
CANADA,Chicago Area of Responsibility,6
CANADA,Dallas Area of Responsibility,2
CANADA,Denver Area of Responsibility,2
CANADA,Detroit Area of Responsibility,3
CANADA,Houston Area of Responsibility,5
CANADA,Los Angeles Area of Responsibility,2
CANADA,Miami Area of Responsibility,23
CANADA,New Orleans Area of Responsibility,4
CANADA,New York City Area of Responsibility,2
CANADA,Philadelphia Area of Responsibility,11
CANADA,Phoenix Area of Responsibility,1
CANADA,Salt Lake City Area of Responsibility,4
CANADA,San Diego Area of Responsibility,1
CANADA,San Francisco Area of Responsibility,2
CANADA,Seattle Area of Responsibility,3
CANADA,St. Paul Area of Responsibility,3
CANADA,Washington Area of Responsibility,1
CAPE VERDE,Boston Area of Responsibility,26
CAPE VERDE,Philadelphia Area of Responsibility,1
CENTRAL AFRICAN REPUBLIC,Salt Lake City Area of Responsibility,1
CENTRAL AFRICAN REPUBLIC,St. Paul Area of Responsibility,1
CENTRAL AFRICAN REPUBLIC,Washington Area of Responsibility,1
CHAD,Chicago Area of Responsibility,1
CHAD,Miami Area of Responsibility,1
CHAD,New York City Area of Responsibility,1
CHAD,Seattle Area of Responsibility,1
CHILE,Atlanta Area of Responsibility,4
CHILE,Baltimore Area of Responsibility,4
CHILE,Boston Area of Responsibility,1
CHILE,Buffalo Area of Responsibility,2
CHILE,Chicago Area of Responsibility,12
CHILE,Dallas Area of Responsibility,10
CHILE,Denver Area of Responsibility,10
CHILE,Detroit Area of Responsibility,6
CHILE,Harlingen Area of Responsibility,3
CHILE,Houston Area of Responsibility,3
CHILE,Los Angeles Area of Responsibility,17
CHILE,Miami Area of Responsibility,82
CHILE,New Orleans Area of Responsibility,5
CHILE,New York City Area of Responsibility,11
CHILE,Newark Area of Responsibility,9
CHILE,Philadelphia Area of Responsibility,6
CHILE,Phoenix Area of Responsibility,3
CHILE,Salt Lake City Area of Responsibility,29
CHILE,San Antonio Area of Responsibility,7
CHILE,San Francisco Area of Responsibility,4
CHILE,Seattle Area of Responsibility,1
CHILE,Washington Area of Responsibility,1
"CHINA, PEOPLES REPUBLIC OF",Atlanta Area of Responsibility,26
"CHINA, PEOPLES REPUBLIC OF",Baltimore Area of Responsibility,11
"CHINA, PEOPLES REPUBLIC OF",Boston Area of Responsibility,23
"CHINA, PEOPLES REPUBLIC OF",Buffalo Area of Responsibility,27
"CHINA, PEOPLES REPUBLIC OF",Chicago Area of Responsibility,35
"CHINA, PEOPLES REPUBLIC OF",Dallas Area of Responsibility,113
"CHINA, PEOPLES REPUBLIC OF",Denver Area of Responsibility,9
"CHINA, PEOPLES REPUBLIC OF",Detroit Area of Responsibility,27
"CHINA, PEOPLES REPUBLIC OF",El Paso Area of Responsibility,4
"CHINA, PEOPLES REPUBLIC OF",Harlingen Area of Responsibility,7
"CHINA, PEOPLES REPUBLIC OF",Houston Area of Responsibility,28
"CHINA, PEOPLES REPUBLIC OF",Los Angeles Area of Responsibility,175
"CHINA, PEOPLES REPUBLIC OF",Miami Area of Responsibility,37
"CHINA, PEOPLES REPUBLIC OF",New Orleans Area of Responsibility,52
"CHINA, PEOPLES REPUBLIC OF",New York City Area of Responsibility,113
"CHINA, PEOPLES REPUBLIC OF",Newark Area of Responsibility,14
"CHINA, PEOPLES REPUBLIC OF",Philadelphia Area of Responsibility,38
"CHINA, PEOPLES REPUBLIC OF",Phoenix Area of Responsibility,11
"CHINA, PEOPLES REPUBLIC OF",Salt Lake City Area of Responsibility,21
"CHINA, PEOPLES REPUBLIC OF",San Antonio Area of Responsibility,18
"CHINA, PEOPLES REPUBLIC OF",San Diego Area of Responsibility,12
"CHINA, PEOPLES REPUBLIC OF",San Francisco Area of Responsibility,63
"CHINA, PEOPLES REPUBLIC OF",Seattle Area of Responsibility,13
"CHINA, PEOPLES REPUBLIC OF",St. Paul Area of Responsibility,11
"CHINA, PEOPLES REPUBLIC OF",Washington Area of Responsibility,21
COLOMBIA,Atlanta Area of Responsibility,316
COLOMBIA,Baltimore Area of Responsibility,19
COLOMBIA,Boston Area of Responsibility,160
COLOMBIA,Buffalo Area of Responsibility,36
COLOMBIA,Chicago Area of Responsibility,213
COLOMBIA,Dallas Area of Responsibility,178
COLOMBIA,Denver Area of Responsibility,191
COLOMBIA,Detroit Area of Responsibility,70
COLOMBIA,El Paso Area of Responsibility,61
COLOMBIA,HQ Area of Responsibility,1
COLOMBIA,Harlingen Area of Responsibility,21
COLOMBIA,Houston Area of Responsibility,128
COLOMBIA,Los Angeles Area of Responsibility,216
COLOMBIA,Miami Area of Responsibility,667
COLOMBIA,New Orleans Area of Responsibility,137
COLOMBIA,New York City Area of Responsibility,133
COLOMBIA,Newark Area of Responsibility,254
COLOMBIA,Philadelphia Area of Responsibility,82
COLOMBIA,Phoenix Area of Responsibility,43
COLOMBIA,Salt Lake City Area of Responsibility,124
COLOMBIA,San Antonio Area of Responsibility,169
COLOMBIA,San Diego Area of Responsibility,27
COLOMBIA,San Francisco Area of Responsibility,75
COLOMBIA,Seattle Area of Responsibility,49
COLOMBIA,St. Paul Area of Responsibility,39
COLOMBIA,Washington Area of Responsibility,123
CONGO,Atlanta Area of Responsibility,2
CONGO,Boston Area of Responsibility,8
CONGO,Buffalo Area of Responsibility,2
CONGO,Dallas Area of Responsibility,4
CONGO,Detroit Area of Responsibility,1
CONGO,El Paso Area of Responsibility,1
CONGO,HQ Area of Responsibility,1
CONGO,Philadelphia Area of Responsibility,1
CONGO,Phoenix Area of Responsibility,1
CONGO,San Antonio Area of Responsibility,1
CONGO,St. Paul Area of Responsibility,1
CONGO,Washington Area of Responsibility,1
COSTA RICA,Atlanta Area of Responsibility,8
COSTA RICA,Baltimore Area of Responsibility,2
COSTA RICA,Boston Area of Responsibility,3
COSTA RICA,Buffalo Area of Responsibility,6
COSTA RICA,Chicago Area of Responsibility,3
COSTA RICA,Dallas Area of Responsibility,7
COSTA RICA,Denver Area of Responsibility,3
COSTA RICA,Detroit Area of Responsibility,2
COSTA RICA,El Paso Area of Responsibility,3
COSTA RICA,Harlingen Area of Responsibility,3
COSTA RICA,Houston Area of Responsibility,2
COSTA RICA,Miami Area of Responsibility,20
COSTA RICA,New Orleans Area of Responsibility,6
COSTA RICA,Newark Area of Responsibility,26
COSTA RICA,Philadelphia Area of Responsibility,11
COSTA RICA,Phoenix Area of Responsibility,1
COSTA RICA,San Antonio Area of Responsibility,3
COSTA RICA,San Francisco Area of Responsibility,2
COSTA RICA,Washington Area of Responsibility,5
CROATIA,Miami Area of Responsibility,1
CROATIA,Salt Lake City Area of Responsibility,1
CUBA,Atlanta Area of Responsibility,51
CUBA,Baltimore Area of Responsibility,4
CUBA,Boston Area of Responsibility,7
CUBA,Buffalo Area of Responsibility,9
CUBA,Chicago Area of Responsibility,77
CUBA,Dallas Area of Responsibility,189
CUBA,Denver Area of Responsibility,37
CUBA,Detroit Area of Responsibility,31
CUBA,El Paso Area of Responsibility,141
CUBA,Harlingen Area of Responsibility,41
CUBA,Houston Area of Responsibility,239
CUBA,Los Angeles Area of Responsibility,28
CUBA,Miami Area of Responsibility,1245
CUBA,New Orleans Area of Responsibility,107
CUBA,New York City Area of Responsibility,3
CUBA,Newark Area of Responsibility,15
CUBA,Philadelphia Area of Responsibility,15
CUBA,Phoenix Area of Responsibility,86
CUBA,Salt Lake City Area of Responsibility,57
CUBA,San Antonio Area of Responsibility,345
CUBA,San Diego Area of Responsibility,13
CUBA,San Francisco Area of Responsibility,5
CUBA,Seattle Area of Responsibility,8
CUBA,St. Paul Area of Responsibility,24
CUBA,Washington Area of Responsibility,53
CZECH REPUBLIC,Atlanta Area of Responsibility,2
CZECH REPUBLIC,Miami Area of Responsibility,3
CZECH REPUBLIC,New York City Area of Responsibility,1
DEM REP OF THE CONGO,Atlanta Area of Responsibility,1
DEM REP OF THE CONGO,Boston Area of Responsibility,12
DEM REP OF THE CONGO,Buffalo Area of Responsibility,3
DEM REP OF THE CONGO,Chicago Area of Responsibility,8
DEM REP OF THE CONGO,Dallas Area of Responsibility,5
DEM REP OF THE CONGO,Detroit Area of Responsibility,4
DEM REP OF THE CONGO,Los Angeles Area of Responsibility,1
DEM REP OF THE CONGO,Miami Area of Responsibility,1
DEM REP OF THE CONGO,New Orleans Area of Responsibility,1
DEM REP OF THE CONGO,Philadelphia Area of Responsibility,1
DEM REP OF THE CONGO,Phoenix Area of Responsibility,4
DEM REP OF THE CONGO,Salt Lake City Area of Responsibility,2
DEM REP OF THE CONGO,San Antonio Area of Responsibility,2
DEM REP OF THE CONGO,San Francisco Area of Responsibility,1
DEM REP OF THE CONGO,St. Paul Area of Responsibility,3
DEM REP OF THE CONGO,Washington Area of Responsibility,2
DENMARK,Miami Area of Responsibility,1
DENMARK,New Orleans Area of Responsibility,1
DJIBOUTI,Boston Area of Responsibility,1
DOMINICA,Miami Area of Responsibility,7
DOMINICA,Newark Area of Responsibility,1
DOMINICAN REPUBLIC,Atlanta Area of Responsibility,45
DOMINICAN REPUBLIC,Baltimore Area of Responsibility,13
DOMINICAN REPUBLIC,Boston Area of Responsibility,459
DOMINICAN REPUBLIC,Buffalo Area of Responsibility,37
DOMINICAN REPUBLIC,Chicago Area of Responsibility,30
DOMINICAN REPUBLIC,Dallas Area of Responsibility,9
DOMINICAN REPUBLIC,Denver Area of Responsibility,1
DOMINICAN REPUBLIC,Detroit Area of Responsibility,34
DOMINICAN REPUBLIC,El Paso Area of Responsibility,2
DOMINICAN REPUBLIC,Houston Area of Responsibility,9
DOMINICAN REPUBLIC,Los Angeles Area of Responsibility,7
DOMINICAN REPUBLIC,Miami Area of Responsibility,379
DOMINICAN REPUBLIC,New Orleans Area of Responsibility,47
DOMINICAN REPUBLIC,New York City Area of Responsibility,142
DOMINICAN REPUBLIC,Newark Area of Responsibility,208
DOMINICAN REPUBLIC,Philadelphia Area of Responsibility,341
DOMINICAN REPUBLIC,Phoenix Area of Responsibility,12
DOMINICAN REPUBLIC,Salt Lake City Area of Responsibility,9
DOMINICAN REPUBLIC,San Antonio Area of Responsibility,7
DOMINICAN REPUBLIC,San Diego Area of Responsibility,2
DOMINICAN REPUBLIC,St. Paul Area of Responsibility,5
DOMINICAN REPUBLIC,Washington Area of Responsibility,20
EAST TIMOR,Miami Area of Responsibility,1
ECUADOR,Atlanta Area of Responsibility,67
ECUADOR,Baltimore Area of Responsibility,42
ECUADOR,Boston Area of Responsibility,524
ECUADOR,Buffalo Area of Responsibility,267
ECUADOR,Chicago Area of Responsibility,109
ECUADOR,Dallas Area of Responsibility,44
ECUADOR,Denver Area of Responsibility,4
ECUADOR,Detroit Area of Responsibility,36
ECUADOR,El Paso Area of Responsibility,17
ECUADOR,Harlingen Area of Responsibility,9
ECUADOR,Houston Area of Responsibility,25
ECUADOR,Los Angeles Area of Responsibility,53
ECUADOR,Miami Area of Responsibility,114
ECUADOR,New Orleans Area of Responsibility,31
ECUADOR,New York City Area of Responsibility,559
ECUADOR,Newark Area of Responsibility,495
ECUADOR,Philadelphia Area of Responsibility,164
ECUADOR,Phoenix Area of Responsibility,26
ECUADOR,Salt Lake City Area of Responsibility,18
ECUADOR,San Antonio Area of Responsibility,49
ECUADOR,San Diego Area of Responsibility,7
ECUADOR,San Francisco Area of Responsibility,4
ECUADOR,Seattle Area of Responsibility,8
ECUADOR,St. Paul Area of Responsibility,234
ECUADOR,Washington Area of Responsibility,42
EGYPT,Atlanta Area of Responsibility,3
EGYPT,Boston Area of Responsibility,6
EGYPT,Chicago Area of Responsibility,5
EGYPT,Dallas Area of Responsibility,6
EGYPT,Denver Area of Responsibility,6
EGYPT,Detroit Area of Responsibility,4
EGYPT,Houston Area of Responsibility,2
EGYPT,Los Angeles Area of Responsibility,2
EGYPT,Miami Area of Responsibility,9
EGYPT,New Orleans Area of Responsibility,23
EGYPT,New York City Area of Responsibility,1
EGYPT,Newark Area of Responsibility,14
EGYPT,Philadelphia Area of Responsibility,10
EGYPT,Phoenix Area of Responsibility,1
EGYPT,Salt Lake City Area of Responsibility,1
EGYPT,San Antonio Area of Responsibility,2
EGYPT,San Diego Area of Responsibility,1
EGYPT,San Francisco Area of Responsibility,1
EGYPT,St. Paul Area of Responsibility,3
EGYPT,Washington Area of Responsibility,30
EL SALVADOR,Atlanta Area of Responsibility,269
EL SALVADOR,Baltimore Area of Responsibility,359
EL SALVADOR,Boston Area of Responsibility,223
EL SALVADOR,Buffalo Area of Responsibility,30
EL SALVADOR,Chicago Area of Responsibility,181
EL SALVADOR,Dallas Area of Responsibility,486
EL SALVADOR,Denver Area of Responsibility,85
EL SALVADOR,Detroit Area of Responsibility,95
EL SALVADOR,El Paso Area of Responsibility,22
EL SALVADOR,HQ Area of Responsibility,2
EL SALVADOR,Harlingen Area of Responsibility,83
EL SALVADOR,Houston Area of Responsibility,737
EL SALVADOR,Los Angeles Area of Responsibility,295
EL SALVADOR,Miami Area of Responsibility,316
EL SALVADOR,New Orleans Area of Responsibility,373
EL SALVADOR,New York City Area of Responsibility,226
EL SALVADOR,Newark Area of Responsibility,140
EL SALVADOR,Philadelphia Area of Responsibility,89
